id,Level1,Level2,Level3,Level4,Level5,Level6,Level7
126,-99.000000,21461.000000,193.000000,-99.000000,nan,nan,nan
127,-99.000000,21461.000000,193.000000,-99.000000,nan,nan,nan
128,-91.000000,21461.000000,193.000000,-99.000000,nan,nan,nan
129,-91.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
130,-91.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
131,-97.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
132,-97.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
133,-93.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
134,-95.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
135,-95.000000,21557.000000,21461.000000,233.000000,193.000000,-73.000000,-91.000000
136,-95.000000,21557.000000,21461.000000,233.000000,193.000000,-73.000000,-91.000000
137,-91.000000,21557.000000,21461.000000,233.000000,193.000000,-75.000000,-91.000000
138,-91.000000,21557.000000,21461.000000,233.000000,193.000000,-75.000000,-91.000000
139,-91.000000,21557.000000,333.000000,193.000000,-79.000000,nan,nan
140,-93.000000,21557.000000,333.000000,193.000000,-79.000000,nan,nan
141,-93.000000,21557.000000,193.000000,15.000000,-79.000000,nan,nan
142,-97.000000,21557.000000,193.000000,15.000000,-79.000000,nan,nan
143,-95.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
144,-95.000000,21557.000000,193.000000,15.000000,-81.000000,nan,nan
145,-89.000000,-47.000000,nan,nan,nan,nan,nan
146,-89.000000,-47.000000,nan,nan,nan,nan,nan
147,-91.000000,-47.000000,nan,nan,nan,nan,nan
148,-91.000000,-47.000000,nan,nan,nan,nan,nan
149,-91.000000,-47.000000,nan,nan,nan,nan,nan
150,-91.000000,-47.000000,nan,nan,nan,nan,nan
151,-91.000000,-47.000000,nan,nan,nan,nan,nan
152,-91.000000,-47.000000,nan,nan,nan,nan,nan
153,-91.000000,-47.000000,nan,nan,nan,nan,nan
154,-93.000000,-47.000000,nan,nan,nan,nan,nan
155,-93.000000,-47.000000,nan,nan,nan,nan,nan
156,-93.000000,21511.000000,-47.000000,nan,nan,nan,nan
157,-95.000000,21511.000000,-47.000000,nan,nan,nan,nan
158,-95.000000,21511.000000,-47.000000,nan,nan,nan,nan
159,-95.000000,21511.000000,-47.000000,nan,nan,nan,nan
160,-93.000000,21461.000000,177.000000,-87.000000,nan,nan,nan
161,-93.000000,21461.000000,177.000000,-87.000000,nan,nan,nan
162,-95.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
163,-95.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
164,-97.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
165,-97.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
166,-97.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
167,-97.000000,21461.000000,177.000000,-99.000000,nan,nan,nan
168,-97.000000,21461.000000,177.000000,171.000000,-99.000000,nan,nan
169,-97.000000,21461.000000,177.000000,171.000000,-99.000000,nan,nan
170,-97.000000,21461.000000,177.000000,-93.000000,nan,nan,nan
171,-99.000000,21461.000000,177.000000,-93.000000,nan,nan,nan
172,-99.000000,21461.000000,177.000000,-93.000000,nan,nan,nan
173,-99.000000,21461.000000,177.000000,-93.000000,nan,nan,nan
174,-101.000000,21461.000000,21461.000000,177.000000,171.000000,-105.000000,nan
175,-101.000000,21461.000000,21461.000000,177.000000,171.000000,-105.000000,nan
176,-101.000000,21461.000000,21461.000000,177.000000,171.000000,-105.000000,nan
177,-101.000000,21461.000000,177.000000,171.000000,-105.000000,nan,nan
178,-101.000000,21461.000000,177.000000,171.000000,-105.000000,nan,nan
179,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
180,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
181,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
182,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
183,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
184,-103.000000,21461.000000,177.000000,-105.000000,nan,nan,nan
185,-103.000000,21461.000000,177.000000,171.000000,-105.000000,nan,nan
186,-103.000000,21461.000000,177.000000,171.000000,-105.000000,nan,nan
187,-101.000000,5957.000000,143.000000,-77.000000,nan,nan,nan
188,-99.000000,5957.000000,143.000000,-77.000000,nan,nan,nan
189,-99.000000,21557.000000,143.000000,73.000000,-91.000000,nan,nan
190,-99.000000,21557.000000,143.000000,73.000000,-91.000000,nan,nan
191,-99.000000,21557.000000,143.000000,-91.000000,nan,nan,nan
192,-99.000000,21557.000000,143.000000,-91.000000,nan,nan,nan
193,-99.000000,21557.000000,171.000000,143.000000,-101.000000,nan,nan
194,-101.000000,21557.000000,171.000000,143.000000,-101.000000,nan,nan
195,-101.000000,21557.000000,171.000000,143.000000,-105.000000,nan,nan
196,-101.000000,21557.000000,171.000000,143.000000,-105.000000,nan,nan
197,-101.000000,21557.000000,143.000000,-97.000000,nan,nan,nan
198,-101.000000,21557.000000,143.000000,-97.000000,nan,nan,nan
199,-101.000000,21557.000000,143.000000,-99.000000,nan,nan,nan
200,-101.000000,21557.000000,143.000000,-99.000000,nan,nan,nan
201,-103.000000,21557.000000,319.000000,303.000000,-99.000000,nan,nan
202,-103.000000,21557.000000,319.000000,303.000000,-99.000000,nan,nan
203,-103.000000,21557.000000,5957.000000,319.000000,303.000000,-99.000000,nan
204,-103.000000,21557.000000,5957.000000,319.000000,303.000000,-99.000000,nan
205,-103.000000,21557.000000,303.000000,-95.000000,nan,nan,nan
206,-99.000000,21557.000000,303.000000,-95.000000,nan,nan,nan
207,-99.000000,21557.000000,363.000000,319.000000,-97.000000,nan,nan
208,-99.000000,21557.000000,363.000000,319.000000,-97.000000,nan,nan
209,-101.000000,21557.000000,363.000000,319.000000,-97.000000,nan,nan
210,-101.000000,21557.000000,21557.000000,363.000000,143.000000,-95.000000,nan
211,-101.000000,21557.000000,21557.000000,363.000000,143.000000,-95.000000,nan
212,-101.000000,21557.000000,21557.000000,363.000000,143.000000,-97.000000,nan
213,-99.000000,21557.000000,21557.000000,363.000000,143.000000,-97.000000,nan
214,-101.000000,21557.000000,21557.000000,363.000000,143.000000,-91.000000,-107.000000
215,-101.000000,21557.000000,21557.000000,363.000000,143.000000,-91.000000,-107.000000
216,-89.000000,-63.000000,-75.000000,nan,nan,nan,nan
217,-89.000000,-63.000000,-75.000000,nan,nan,nan,nan
218,-89.000000,-63.000000,-75.000000,-75.000000,-75.000000,-79.000000,nan
219,-89.000000,-63.000000,-75.000000,-75.000000,-75.000000,-79.000000,nan
220,-91.000000,-65.000000,-73.000000,-73.000000,-77.000000,nan,nan
221,-91.000000,-65.000000,-73.000000,-73.000000,-77.000000,nan,nan
222,-91.000000,-65.000000,-73.000000,-73.000000,-77.000000,nan,nan
223,-91.000000,-65.000000,-73.000000,-73.000000,-77.000000,nan,nan
224,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
225,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
226,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
227,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
228,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
229,-89.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
230,-91.000000,-61.000000,-69.000000,-73.000000,-77.000000,-77.000000,nan
231,-91.000000,-59.000000,-65.000000,-71.000000,-75.000000,-81.000000,nan
232,-91.000000,-59.000000,-65.000000,-71.000000,-75.000000,-81.000000,nan
233,-91.000000,-59.000000,-65.000000,-71.000000,-75.000000,-81.000000,nan
234,-91.000000,-59.000000,-65.000000,-71.000000,-75.000000,-81.000000,nan
235,-91.000000,-61.000000,-63.000000,-65.000000,-69.000000,-73.000000,nan
236,-91.000000,-61.000000,-63.000000,-65.000000,-69.000000,-73.000000,nan
237,-91.000000,-61.000000,-63.000000,-65.000000,-69.000000,-73.000000,nan
238,-91.000000,-61.000000,-63.000000,-65.000000,-69.000000,-73.000000,nan
239,-85.000000,-61.000000,-63.000000,-63.000000,-67.000000,-75.000000,nan
240,-85.000000,-61.000000,-63.000000,-63.000000,-67.000000,-75.000000,nan
241,-85.000000,-61.000000,-63.000000,-63.000000,-67.000000,-75.000000,nan
242,-85.000000,-61.000000,-63.000000,-63.000000,-67.000000,-75.000000,nan
243,-87.000000,-61.000000,-65.000000,-65.000000,-65.000000,-73.000000,nan
244,-87.000000,-61.000000,-65.000000,-65.000000,-65.000000,-73.000000,nan
245,-87.000000,-61.000000,-65.000000,-65.000000,-65.000000,-73.000000,nan
246,-87.000000,-61.000000,-65.000000,-65.000000,-65.000000,-73.000000,nan
247,-87.000000,-55.000000,-61.000000,-63.000000,-63.000000,-73.000000,nan
248,-87.000000,-55.000000,-61.000000,-63.000000,-63.000000,-73.000000,nan
249,-87.000000,-55.000000,-61.000000,-63.000000,-63.000000,-73.000000,nan
250,-87.000000,-55.000000,-61.000000,-63.000000,-63.000000,-73.000000,nan
251,-89.000000,-55.000000,-61.000000,-63.000000,-63.000000,-73.000000,nan
252,-89.000000,-55.000000,-57.000000,-63.000000,-65.000000,-71.000000,-73.000000
253,-89.000000,-55.000000,-57.000000,-63.000000,-65.000000,-71.000000,-73.000000
254,-89.000000,-55.000000,-57.000000,-63.000000,-65.000000,-71.000000,-73.000000
255,-89.000000,-55.000000,-57.000000,-63.000000,-65.000000,-71.000000,-73.000000
256,-81.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
257,-81.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
258,-81.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
259,-81.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
260,-81.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
261,-79.000000,-51.000000,-53.000000,-61.000000,-67.000000,-73.000000,nan
262,-87.000000,5957.000000,-31.000000,nan,nan,nan,nan
263,-89.000000,5957.000000,-31.000000,nan,nan,nan,nan
264,-83.000000,-51.000000,nan,nan,nan,nan,nan
265,-83.000000,-51.000000,nan,nan,nan,nan,nan
266,-83.000000,-51.000000,nan,nan,nan,nan,nan
267,-87.000000,-51.000000,nan,nan,nan,nan,nan
268,-87.000000,-37.000000,-51.000000,-61.000000,-67.000000,nan,nan
269,-87.000000,-37.000000,-51.000000,-61.000000,-67.000000,nan,nan
270,-87.000000,-37.000000,-51.000000,-61.000000,-63.000000,-67.000000,nan
271,-91.000000,-37.000000,-51.000000,-61.000000,-63.000000,-67.000000,nan
272,-91.000000,-37.000000,-59.000000,-63.000000,-63.000000,-69.000000,-77.000000
273,-91.000000,-37.000000,-59.000000,-63.000000,-63.000000,-69.000000,-77.000000
274,-91.000000,-45.000000,-57.000000,-63.000000,-75.000000,-75.000000,nan
275,-91.000000,-45.000000,-57.000000,-63.000000,-75.000000,-75.000000,nan
276,-91.000000,-63.000000,-65.000000,-73.000000,-73.000000,-79.000000,nan
277,-91.000000,-63.000000,-65.000000,-73.000000,-73.000000,-79.000000,nan
278,-91.000000,-63.000000,-65.000000,-73.000000,-73.000000,-79.000000,nan
279,-91.000000,-63.000000,-65.000000,-73.000000,-73.000000,-79.000000,nan
280,-91.000000,-63.000000,-65.000000,-73.000000,-73.000000,-79.000000,nan
281,-91.000000,-57.000000,-61.000000,-67.000000,-67.000000,-71.000000,nan
282,-91.000000,-57.000000,-61.000000,-67.000000,-67.000000,-71.000000,nan
283,-91.000000,-59.000000,-63.000000,-71.000000,-75.000000,-81.000000,nan
284,-91.000000,-59.000000,-63.000000,-71.000000,-75.000000,-81.000000,nan
285,-91.000000,-57.000000,-65.000000,-67.000000,-77.000000,-83.000000,nan
286,-91.000000,-57.000000,-65.000000,-67.000000,-77.000000,-83.000000,nan
287,-91.000000,-57.000000,-65.000000,-67.000000,-77.000000,-83.000000,nan
288,-91.000000,-57.000000,-65.000000,-67.000000,-77.000000,-83.000000,nan
289,-91.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
290,-91.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
291,-91.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
292,-95.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
293,-93.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
294,-93.000000,-61.000000,-65.000000,-65.000000,-67.000000,-81.000000,nan
295,-93.000000,-51.000000,-63.000000,-69.000000,-69.000000,-69.000000,nan
296,-93.000000,-51.000000,-63.000000,-69.000000,-69.000000,-69.000000,nan
297,-93.000000,-51.000000,-63.000000,-67.000000,-69.000000,-69.000000,-69.000000
298,-95.000000,-51.000000,-63.000000,-67.000000,-69.000000,-69.000000,-69.000000
299,-95.000000,-51.000000,-63.000000,-63.000000,-63.000000,-67.000000,-69.000000
300,-95.000000,-51.000000,-63.000000,-63.000000,-63.000000,-67.000000,-69.000000
301,-87.000000,-57.000000,-59.000000,-61.000000,-65.000000,-69.000000,-83.000000
302,-87.000000,-57.000000,-59.000000,-61.000000,-65.000000,-69.000000,-83.000000
303,-87.000000,-57.000000,-59.000000,-61.000000,-65.000000,-69.000000,-83.000000
304,-87.000000,-53.000000,-61.000000,-63.000000,-69.000000,-73.000000,-81.000000
305,-87.000000,-53.000000,-61.000000,-63.000000,-69.000000,-73.000000,-81.000000
306,-87.000000,-53.000000,-61.000000,-63.000000,-69.000000,-73.000000,-81.000000
307,-87.000000,-53.000000,-61.000000,-63.000000,-69.000000,-73.000000,-81.000000
308,-87.000000,-53.000000,-61.000000,-63.000000,-65.000000,-67.000000,-81.000000
309,-87.000000,-53.000000,-61.000000,-63.000000,-65.000000,-67.000000,-81.000000
310,-87.000000,-47.000000,-59.000000,-59.000000,-67.000000,-73.000000,-83.000000
311,-87.000000,-47.000000,-59.000000,-59.000000,-67.000000,-73.000000,-83.000000
312,-87.000000,-63.000000,-65.000000,-65.000000,-71.000000,-77.000000,-91.000000
313,-89.000000,-63.000000,-65.000000,-65.000000,-71.000000,-77.000000,-91.000000
314,-89.000000,-63.000000,-65.000000,-65.000000,-73.000000,-77.000000,-91.000000
315,-89.000000,-51.000000,-69.000000,-75.000000,-77.000000,-81.000000,-83.000000
316,-89.000000,-51.000000,-69.000000,-75.000000,-77.000000,-81.000000,-83.000000
317,-89.000000,-61.000000,-63.000000,-63.000000,-69.000000,-81.000000,-87.000000
318,-89.000000,-61.000000,-63.000000,-63.000000,-69.000000,-81.000000,-87.000000
319,-89.000000,-65.000000,-67.000000,-69.000000,-75.000000,-81.000000,-83.000000
320,-89.000000,-65.000000,-67.000000,-69.000000,-75.000000,-81.000000,-83.000000
321,-89.000000,-65.000000,-67.000000,-69.000000,-75.000000,-81.000000,-83.000000
322,-85.000000,-65.000000,-67.000000,-69.000000,-75.000000,-81.000000,-83.000000
323,-85.000000,-59.000000,-61.000000,-65.000000,-77.000000,-77.000000,nan
324,-85.000000,-59.000000,-61.000000,-65.000000,-77.000000,-77.000000,nan
325,-85.000000,-59.000000,-61.000000,-65.000000,-77.000000,-77.000000,nan
326,-85.000000,-59.000000,-61.000000,-65.000000,-77.000000,-77.000000,nan
327,-83.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
328,-83.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
329,-83.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
330,-83.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
331,-83.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
332,-85.000000,-61.000000,-61.000000,-67.000000,-75.000000,-77.000000,nan
333,-85.000000,-55.000000,-63.000000,-67.000000,-75.000000,-77.000000,nan
334,-85.000000,-55.000000,-63.000000,-67.000000,-75.000000,-77.000000,nan
335,-85.000000,-55.000000,-63.000000,-67.000000,-75.000000,-77.000000,nan
336,-85.000000,-55.000000,-63.000000,-67.000000,-75.000000,-77.000000,nan
337,-87.000000,-55.000000,-63.000000,-67.000000,-75.000000,-77.000000,nan
338,-87.000000,-55.000000,-63.000000,-63.000000,-69.000000,-75.000000,nan
339,-87.000000,-55.000000,-63.000000,-63.000000,-69.000000,-75.000000,nan
340,-87.000000,-55.000000,-63.000000,-63.000000,-69.000000,-75.000000,nan
341,-85.000000,-55.000000,-63.000000,-63.000000,-69.000000,-75.000000,nan
342,-85.000000,-51.000000,-59.000000,-61.000000,-67.000000,-77.000000,nan
343,-85.000000,-51.000000,-59.000000,-61.000000,-67.000000,-77.000000,nan
344,-85.000000,-51.000000,-59.000000,-61.000000,-67.000000,-77.000000,nan
345,-87.000000,-51.000000,-59.000000,-61.000000,-67.000000,-77.000000,nan
346,-87.000000,-51.000000,-61.000000,-61.000000,-67.000000,-77.000000,nan
347,-87.000000,-51.000000,-61.000000,-61.000000,-67.000000,-77.000000,nan
348,-87.000000,-51.000000,-61.000000,-61.000000,-67.000000,-77.000000,nan
349,-87.000000,-51.000000,-61.000000,-61.000000,-67.000000,-77.000000,nan
350,-81.000000,-45.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
351,-81.000000,-45.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
352,-81.000000,-45.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
353,-81.000000,-45.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
354,-81.000000,-45.000000,-59.000000,-63.000000,-65.000000,-75.000000,nan
355,-81.000000,-45.000000,-59.000000,-63.000000,-65.000000,-75.000000,nan
356,-81.000000,-45.000000,-59.000000,-63.000000,-65.000000,-75.000000,nan
357,-81.000000,-45.000000,-59.000000,-63.000000,-65.000000,-75.000000,nan
358,-81.000000,-45.000000,-59.000000,-63.000000,-65.000000,-75.000000,nan
359,-79.000000,-43.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
360,-79.000000,-43.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
361,-79.000000,-43.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
362,-79.000000,-43.000000,-59.000000,-61.000000,-63.000000,-73.000000,nan
363,-81.000000,-41.000000,-53.000000,-61.000000,-63.000000,-75.000000,nan
364,-81.000000,-41.000000,-53.000000,-61.000000,-63.000000,-75.000000,nan
